utt_id,spk_id,path,condition
BAC009S0192W0307,S0192,wav/S0192/BAC009S0192W0307.wav,clean
BAC009S0192W0377,S0192,wav/S0192/BAC009S0192W0377.wav,clean
BAC009S0192W0461,S0192,wav/S0192/BAC009S0192W0461.wav,clean
BAC009S0192W0231,S0192,wav/S0192/BAC009S0192W0231.wav,clean
BAC009S0192W0424,S0192,wav/S0192/BAC009S0192W0424.wav,clean
BAC009S0192W0440,S0192,wav/S0192/BAC009S0192W0440.wav,clean
BAC009S0192W0216,S0192,wav/S0192/BAC009S0192W0216.wav,clean
BAC009S0192W0234,S0192,wav/S0192/BAC009S0192W0234.wav,clean
BAC009S0192W0387,S0192,wav/S0192/BAC009S0192W0387.wav,clean
BAC009S0192W0160,S0192,wav/S0192/BAC009S0192W0160.wav,clean
BAC009S0192W0425,S0192,wav/S0192/BAC009S0192W0425.wav,clean
BAC009S0124W0197,S0124,wav/S0124/BAC009S0124W0197.wav,clean
BAC009S0124W0160,S0124,wav/S0124/BAC009S0124W0160.wav,clean
BAC009S0124W0212,S0124,wav/S0124/BAC009S0124W0212.wav,clean
BAC009S0124W0483,S0124,wav/S0124/BAC009S0124W0483.wav,clean
BAC009S0124W0306,S0124,wav/S0124/BAC009S0124W0306.wav,clean
BAC009S0124W0400,S0124,wav/S0124/BAC009S0124W0400.wav,clean
BAC009S0124W0165,S0124,wav/S0124/BAC009S0124W0165.wav,clean
BAC009S0124W0194,S0124,wav/S0124/BAC009S0124W0194.wav,clean
BAC009S0124W0361,S0124,wav/S0124/BAC009S0124W0361.wav,clean
BAC009S0124W0171,S0124,wav/S0124/BAC009S0124W0171.wav,clean
BAC009S0124W0129,S0124,wav/S0124/BAC009S0124W0129.wav,clean
BAC009S0124W0379,S0124,wav/S0124/BAC009S0124W0379.wav,clean
BAC009S0124W0177,S0124,wav/S0124/BAC009S0124W0177.wav,clean
BAC009S0124W0491,S0124,wav/S0124/BAC009S0124W0491.wav,clean
BAC009S0124W0365,S0124,wav/S0124/BAC009S0124W0365.wav,clean
BAC009S0124W0238,S0124,wav/S0124/BAC009S0124W0238.wav,clean
BAC009S0124W0130,S0124,wav/S0124/BAC009S0124W0130.wav,clean
BAC009S0124W0298,S0124,wav/S0124/BAC009S0124W0298.wav,clean
BAC009S0124W0395,S0124,wav/S0124/BAC009S0124W0395.wav,clean
BAC009S0124W0340,S0124,wav/S0124/BAC009S0124W0340.wav,clean
BAC009S0124W0121,S0124,wav/S0124/BAC009S0124W0121.wav,clean
BAC009S0124W0219,S0124,wav/S0124/BAC009S0124W0219.wav,clean
BAC009S0124W0378,S0124,wav/S0124/BAC009S0124W0378.wav,clean
BAC009S0124W0363,S0124,wav/S0124/BAC009S0124W0363.wav,clean
BAC009S0340W0266,S0340,wav/S0340/BAC009S0340W0266.wav,clean
BAC009S0340W0150,S0340,wav/S0340/BAC009S0340W0150.wav,clean
BAC009S0340W0229,S0340,wav/S0340/BAC009S0340W0229.wav,clean
BAC009S0340W0385,S0340,wav/S0340/BAC009S0340W0385.wav,clean
BAC009S0340W0179,S0340,wav/S0340/BAC009S0340W0179.wav,clean
BAC009S0340W0134,S0340,wav/S0340/BAC009S0340W0134.wav,clean
BAC009S0340W0384,S0340,wav/S0340/BAC009S0340W0384.wav,clean
BAC009S0340W0255,S0340,wav/S0340/BAC009S0340W0255.wav,clean
BAC009S0340W0337,S0340,wav/S0340/BAC009S0340W0337.wav,clean
BAC009S0340W0227,S0340,wav/S0340/BAC009S0340W0227.wav,clean
BAC009S0340W0363,S0340,wav/S0340/BAC009S0340W0363.wav,clean
BAC009S0340W0129,S0340,wav/S0340/BAC009S0340W0129.wav,clean
BAC009S0340W0186,S0340,wav/S0340/BAC009S0340W0186.wav,clean
BAC009S0340W0443,S0340,wav/S0340/BAC009S0340W0443.wav,clean
BAC009S0340W0428,S0340,wav/S0340/BAC009S0340W0428.wav,clean
BAC009S0340W0311,S0340,wav/S0340/BAC009S0340W0311.wav,clean
BAC009S0340W0447,S0340,wav/S0340/BAC009S0340W0447.wav,clean
BAC009S0340W0482,S0340,wav/S0340/BAC009S0340W0482.wav,clean
BAC009S0340W0445,S0340,wav/S0340/BAC009S0340W0445.wav,clean
BAC009S0340W0155,S0340,wav/S0340/BAC009S0340W0155.wav,clean
BAC009S0340W0136,S0340,wav/S0340/BAC009S0340W0136.wav,clean
BAC009S0340W0419,S0340,wav/S0340/BAC009S0340W0419.wav,clean
BAC009S0340W0207,S0340,wav/S0340/BAC009S0340W0207.wav,clean
BAC009S0340W0171,S0340,wav/S0340/BAC009S0340W0171.wav,clean
BAC009S0517W0244,S0517,wav/S0517/BAC009S0517W0244.wav,clean
BAC009S0517W0227,S0517,wav/S0517/BAC009S0517W0227.wav,clean
BAC009S0517W0373,S0517,wav/S0517/BAC009S0517W0373.wav,clean
BAC009S0517W0135,S0517,wav/S0517/BAC009S0517W0135.wav,clean
BAC009S0517W0365,S0517,wav/S0517/BAC009S0517W0365.wav,clean
BAC009S0517W0447,S0517,wav/S0517/BAC009S0517W0447.wav,clean
BAC009S0517W0188,S0517,wav/S0517/BAC009S0517W0188.wav,clean
BAC009S0517W0490,S0517,wav/S0517/BAC009S0517W0490.wav,clean
BAC009S0517W0448,S0517,wav/S0517/BAC009S0517W0448.wav,clean
BAC009S0517W0316,S0517,wav/S0517/BAC009S0517W0316.wav,clean
BAC009S0517W0208,S0517,wav/S0517/BAC009S0517W0208.wav,clean
BAC009S0517W0216,S0517,wav/S0517/BAC009S0517W0216.wav,clean
BAC009S0517W0285,S0517,wav/S0517/BAC009S0517W0285.wav,clean
BAC009S0517W0342,S0517,wav/S0517/BAC009S0517W0342.wav,clean
BAC009S0517W0376,S0517,wav/S0517/BAC009S0517W0376.wav,clean
BAC009S0517W0156,S0517,wav/S0517/BAC009S0517W0156.wav,clean
BAC009S0517W0467,S0517,wav/S0517/BAC009S0517W0467.wav,clean
BAC009S0517W0326,S0517,wav/S0517/BAC009S0517W0326.wav,clean
BAC009S0517W0310,S0517,wav/S0517/BAC009S0517W0310.wav,clean
BAC009S0517W0256,S0517,wav/S0517/BAC009S0517W0256.wav,clean
BAC009S0517W0395,S0517,wav/S0517/BAC009S0517W0395.wav,clean
BAC009S0517W0479,S0517,wav/S0517/BAC009S0517W0479.wav,clean
BAC009S0517W0291,S0517,wav/S0517/BAC009S0517W0291.wav,clean
BAC009S0517W0455,S0517,wav/S0517/BAC009S0517W0455.wav,clean
BAC009S0194W0228,S0194,wav/S0194/BAC009S0194W0228.wav,clean
BAC009S0194W0443,S0194,wav/S0194/BAC009S0194W0443.wav,clean
BAC009S0194W0140,S0194,wav/S0194/BAC009S0194W0140.wav,clean
BAC009S0194W0302,S0194,wav/S0194/BAC009S0194W0302.wav,clean
BAC009S0194W0416,S0194,wav/S0194/BAC009S0194W0416.wav,clean
BAC009S0194W0133,S0194,wav/S0194/BAC009S0194W0133.wav,clean
BAC009S0194W0370,S0194,wav/S0194/BAC009S0194W0370.wav,clean
BAC009S0194W0248,S0194,wav/S0194/BAC009S0194W0248.wav,clean
BAC009S0194W0143,S0194,wav/S0194/BAC009S0194W0143.wav,clean
BAC009S0194W0256,S0194,wav/S0194/BAC009S0194W0256.wav,clean
BAC009S0194W0340,S0194,wav/S0194/BAC009S0194W0340.wav,clean
BAC009S0194W0456,S0194,wav/S0194/BAC009S0194W0456.wav,clean
BAC009S0194W0121,S0194,wav/S0194/BAC009S0194W0121.wav,clean
BAC009S0194W0323,S0194,wav/S0194/BAC009S0194W0323.wav,clean
BAC009S0194W0135,S0194,wav/S0194/BAC009S0194W0135.wav,clean
BAC009S0194W0482,S0194,wav/S0194/BAC009S0194W0482.wav,clean
BAC009S0194W0272,S0194,wav/S0194/BAC009S0194W0272.wav,clean
BAC009S0194W0214,S0194,wav/S0194/BAC009S0194W0214.wav,clean
BAC009S0194W0336,S0194,wav/S0194/BAC009S0194W0336.wav,clean
BAC009S0194W0480,S0194,wav/S0194/BAC009S0194W0480.wav,clean
BAC009S0194W0173,S0194,wav/S0194/BAC009S0194W0173.wav,clean
BAC009S0194W0125,S0194,wav/S0194/BAC009S0194W0125.wav,clean
BAC009S0194W0179,S0194,wav/S0194/BAC009S0194W0179.wav,clean
BAC009S0194W0424,S0194,wav/S0194/BAC009S0194W0424.wav,clean
BAC009S0655W0446,S0655,wav/S0655/BAC009S0655W0446.wav,clean
BAC009S0655W0410,S0655,wav/S0655/BAC009S0655W0410.wav,clean
BAC009S0655W0381,S0655,wav/S0655/BAC009S0655W0381.wav,clean
BAC009S0655W0471,S0655,wav/S0655/BAC009S0655W0471.wav,clean
BAC009S0655W0495,S0655,wav/S0655/BAC009S0655W0495.wav,clean
BAC009S0655W0254,S0655,wav/S0655/BAC009S0655W0254.wav,clean
BAC009S0655W0238,S0655,wav/S0655/BAC009S0655W0238.wav,clean
BAC009S0655W0424,S0655,wav/S0655/BAC009S0655W0424.wav,clean
BAC009S0655W0425,S0655,wav/S0655/BAC009S0655W0425.wav,clean
BAC009S0655W0187,S0655,wav/S0655/BAC009S0655W0187.wav,clean
BAC009S0655W0196,S0655,wav/S0655/BAC009S0655W0196.wav,clean
BAC009S0655W0285,S0655,wav/S0655/BAC009S0655W0285.wav,clean
BAC009S0655W0135,S0655,wav/S0655/BAC009S0655W0135.wav,clean
BAC009S0655W0342,S0655,wav/S0655/BAC009S0655W0342.wav,clean
BAC009S0655W0171,S0655,wav/S0655/BAC009S0655W0171.wav,clean
BAC009S0655W0123,S0655,wav/S0655/BAC009S0655W0123.wav,clean
BAC009S0655W0403,S0655,wav/S0655/BAC009S0655W0403.wav,clean
BAC009S0655W0183,S0655,wav/S0655/BAC009S0655W0183.wav,clean
BAC009S0655W0303,S0655,wav/S0655/BAC009S0655W0303.wav,clean
BAC009S0655W0278,S0655,wav/S0655/BAC009S0655W0278.wav,clean
BAC009S0655W0136,S0655,wav/S0655/BAC009S0655W0136.wav,clean
BAC009S0655W0376,S0655,wav/S0655/BAC009S0655W0376.wav,clean
BAC009S0655W0153,S0655,wav/S0655/BAC009S0655W0153.wav,clean
BAC009S0655W0311,S0655,wav/S0655/BAC009S0655W0311.wav,clean
BAC009S0040W0484,S0040,wav/S0040/BAC009S0040W0484.wav,clean
BAC009S0040W0176,S0040,wav/S0040/BAC009S0040W0176.wav,clean
BAC009S0040W0230,S0040,wav/S0040/BAC009S0040W0230.wav,clean
BAC009S0040W0329,S0040,wav/S0040/BAC009S0040W0329.wav,clean
BAC009S0040W0300,S0040,wav/S0040/BAC009S0040W0300.wav,clean
BAC009S0040W0483,S0040,wav/S0040/BAC009S0040W0483.wav,clean
BAC009S0040W0244,S0040,wav/S0040/BAC009S0040W0244.wav,clean
BAC009S0040W0197,S0040,wav/S0040/BAC009S0040W0197.wav,clean
BAC009S0040W0198,S0040,wav/S0040/BAC009S0040W0198.wav,clean
BAC009S0040W0125,S0040,wav/S0040/BAC009S0040W0125.wav,clean
BAC009S0040W0193,S0040,wav/S0040/BAC009S0040W0193.wav,clean
BAC009S0040W0293,S0040,wav/S0040/BAC009S0040W0293.wav,clean
BAC009S0040W0344,S0040,wav/S0040/BAC009S0040W0344.wav,clean
BAC009S0040W0364,S0040,wav/S0040/BAC009S0040W0364.wav,clean
BAC009S0040W0285,S0040,wav/S0040/BAC009S0040W0285.wav,clean
BAC009S0040W0341,S0040,wav/S0040/BAC009S0040W0341.wav,clean
BAC009S0040W0163,S0040,wav/S0040/BAC009S0040W0163.wav,clean
BAC009S0040W0212,S0040,wav/S0040/BAC009S0040W0212.wav,clean
BAC009S0040W0450,S0040,wav/S0040/BAC009S0040W0450.wav,clean
BAC009S0040W0156,S0040,wav/S0040/BAC009S0040W0156.wav,clean
BAC009S0040W0476,S0040,wav/S0040/BAC009S0040W0476.wav,clean
BAC009S0040W0332,S0040,wav/S0040/BAC009S0040W0332.wav,clean
BAC009S0040W0158,S0040,wav/S0040/BAC009S0040W0158.wav,clean
BAC009S0040W0456,S0040,wav/S0040/BAC009S0040W0456.wav,clean
BAC009S0722W0299,S0722,wav/S0722/BAC009S0722W0299.wav,clean
BAC009S0722W0217,S0722,wav/S0722/BAC009S0722W0217.wav,clean
BAC009S0722W0257,S0722,wav/S0722/BAC009S0722W0257.wav,clean
BAC009S0722W0415,S0722,wav/S0722/BAC009S0722W0415.wav,clean
BAC009S0722W0274,S0722,wav/S0722/BAC009S0722W0274.wav,clean
BAC009S0722W0232,S0722,wav/S0722/BAC009S0722W0232.wav,clean
BAC009S0722W0167,S0722,wav/S0722/BAC009S0722W0167.wav,clean
BAC009S0722W0479,S0722,wav/S0722/BAC009S0722W0479.wav,clean
BAC009S0722W0367,S0722,wav/S0722/BAC009S0722W0367.wav,clean
BAC009S0722W0248,S0722,wav/S0722/BAC009S0722W0248.wav,clean
BAC009S0722W0427,S0722,wav/S0722/BAC009S0722W0427.wav,clean
BAC009S0722W0405,S0722,wav/S0722/BAC009S0722W0405.wav,clean
BAC009S0722W0130,S0722,wav/S0722/BAC009S0722W0130.wav,clean
BAC009S0722W0159,S0722,wav/S0722/BAC009S0722W0159.wav,clean
BAC009S0722W0421,S0722,wav/S0722/BAC009S0722W0421.wav,clean
BAC009S0722W0183,S0722,wav/S0722/BAC009S0722W0183.wav,clean
BAC009S0722W0400,S0722,wav/S0722/BAC009S0722W0400.wav,clean
BAC009S0722W0307,S0722,wav/S0722/BAC009S0722W0307.wav,clean
BAC009S0722W0459,S0722,wav/S0722/BAC009S0722W0459.wav,clean
BAC009S0722W0273,S0722,wav/S0722/BAC009S0722W0273.wav,clean
BAC009S0722W0449,S0722,wav/S0722/BAC009S0722W0449.wav,clean
BAC009S0722W0300,S0722,wav/S0722/BAC009S0722W0300.wav,clean
BAC009S0722W0260,S0722,wav/S0722/BAC009S0722W0260.wav,clean
BAC009S0722W0322,S0722,wav/S0722/BAC009S0722W0322.wav,clean
BAC009S0731W0210,S0731,wav/S0731/BAC009S0731W0210.wav,clean
BAC009S0731W0135,S0731,wav/S0731/BAC009S0731W0135.wav,clean
BAC009S0731W0351,S0731,wav/S0731/BAC009S0731W0351.wav,clean
BAC009S0731W0383,S0731,wav/S0731/BAC009S0731W0383.wav,clean
BAC009S0731W0478,S0731,wav/S0731/BAC009S0731W0478.wav,clean
BAC009S0731W0163,S0731,wav/S0731/BAC009S0731W0163.wav,clean
BAC009S0731W0434,S0731,wav/S0731/BAC009S0731W0434.wav,clean
BAC009S0731W0317,S0731,wav/S0731/BAC009S0731W0317.wav,clean
BAC009S0731W0161,S0731,wav/S0731/BAC009S0731W0161.wav,clean
BAC009S0731W0179,S0731,wav/S0731/BAC009S0731W0179.wav,clean
BAC009S0731W0228,S0731,wav/S0731/BAC009S0731W0228.wav,clean
BAC009S0731W0472,S0731,wav/S0731/BAC009S0731W0472.wav,clean
BAC009S0731W0494,S0731,wav/S0731/BAC009S0731W0494.wav,clean
BAC009S0731W0301,S0731,wav/S0731/BAC009S0731W0301.wav,clean
BAC009S0731W0425,S0731,wav/S0731/BAC009S0731W0425.wav,clean
BAC009S0731W0200,S0731,wav/S0731/BAC009S0731W0200.wav,clean
BAC009S0731W0190,S0731,wav/S0731/BAC009S0731W0190.wav,clean
BAC009S0731W0212,S0731,wav/S0731/BAC009S0731W0212.wav,clean
BAC009S0731W0460,S0731,wav/S0731/BAC009S0731W0460.wav,clean
BAC009S0731W0211,S0731,wav/S0731/BAC009S0731W0211.wav,clean
BAC009S0731W0132,S0731,wav/S0731/BAC009S0731W0132.wav,clean
BAC009S0731W0167,S0731,wav/S0731/BAC009S0731W0167.wav,clean
